"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"121",23.8888888888889,"x",420,1013.25,"x",2,0,0,"x"
"122",23.8888888888889,"x",420.15095908182,1013.25,"x",2,1,0,"x"
"123",23.8888888888889,"x",420.30153451843,1013.25,"x",2,2,0,"x"
"124",23.8888888888889,"x",420.45172344308,1013.25,"x",2,3,0,"x"
"125",23.8888888888889,"x",420.6015229964,1013.25,"x",2,4,0,"x"
"126",23.8888888888889,"x",420.75093032642,1013.25,"x",2,5,0,"x"
"127",23.8888888888889,"x",420.89994258864,1013.25,"x",2,6,0,"x"
"128",23.8888888888889,"x",421.04855694607,1013.25,"x",2,7,0,"x"
"129",23.8888888888889,"x",421.19677056933,1013.25,"x",2,8,0,"x"
"130",23.8888888888889,"x",421.34458063662,1013.25,"x",2,9,0,"x"
"131",23.8888888888889,"x",421.49198433387,1013.25,"x",2,10,0,"x"
"132",23.8888888888889,"x",421.63897885472,1013.25,"x",2,11,0,"x"
"133",23.8888888888889,"x",421.7855614006,1013.25,"x",2,12,0,"x"
"134",23.8888888888889,"x",421.9317291808,1013.25,"x",2,13,0,"x"
"135",23.8888888888889,"x",422.07747941248,1013.25,"x",2,14,0,"x"
"136",23.8888888888889,"x",422.22280932078,1013.25,"x",2,15,0,"x"
"137",23.8888888888889,"x",422.36771613883,1013.25,"x",2,16,0,"x"
"138",23.8888888888889,"x",422.5121971078,1013.25,"x",2,17,0,"x"
"139",23.8888888888889,"x",422.65624947699,1013.25,"x",2,18,0,"x"
"140",23.8888888888889,"x",422.79987050385,1013.25,"x",2,19,0,"x"
"141",23.8888888888889,"x",422.94305745404,1013.25,"x",2,20,0,"x"
"142",23.8888888888889,"x",423.08580760149,1013.25,"x",2,21,0,"x"
"143",23.8888888888889,"x",423.22811822844,1013.25,"x",2,22,0,"x"
"144",23.8888888888889,"x",423.3699866255,1013.25,"x",2,23,0,"x"
"145",23.8888888888889,"x",423.5114100917,1013.25,"x",2,24,0,"x"
"146",23.8888888888889,"x",423.65238593454,1013.25,"x",2,25,0,"x"
"147",23.8888888888889,"x",423.79291147005,1013.25,"x",2,26,0,"x"
"148",23.8888888888889,"x",423.93298402283,1013.25,"x",2,27,0,"x"
"149",23.8888888888889,"x",424.07260092608,1013.25,"x",2,28,0,"x"
"150",23.8888888888889,"x",424.21175952172,1013.25,"x",2,29,0,"x"
"151",23.8888888888889,"x",424.35045716035,1013.25,"x",2,30,0,"x"
"152",23.8888888888889,"x",424.48869120138,1013.25,"x",2,31,0,"x"
"153",23.8888888888889,"x",424.62645901303,1013.25,"x",2,32,0,"x"
"154",23.8888888888889,"x",424.76375797239,1013.25,"x",2,33,0,"x"
"155",23.8888888888889,"x",424.9005854655,1013.25,"x",2,34,0,"x"
"156",23.8888888888889,"x",425.03693888736,1013.25,"x",2,35,0,"x"
"157",23.8888888888889,"x",425.17281564199,1013.25,"x",2,36,0,"x"
"158",23.8888888888889,"x",425.3082131425,1013.25,"x",2,37,0,"x"
"159",23.8888888888889,"x",425.44312881111,1013.25,"x",2,38,0,"x"
"160",23.8888888888889,"x",425.57756007922,1013.25,"x",2,39,0,"x"
"161",23.8888888888889,"x",425.71150438746,1013.25,"x",2,40,0,"x"
"162",23.8888888888889,"x",425.84495918572,1013.25,"x",2,41,0,"x"
"163",23.8888888888889,"x",425.97792193321,1013.25,"x",2,42,0,"x"
"164",23.8888888888889,"x",426.11039009851,1013.25,"x",2,43,0,"x"
"165",23.8888888888889,"x",426.24236115962,1013.25,"x",2,44,0,"x"
"166",23.8888888888889,"x",426.373832604,1013.25,"x",2,45,0,"x"
"167",23.8888888888889,"x",426.50480192863,1013.25,"x",2,46,0,"x"
"168",23.8888888888889,"x",426.63526664003,1013.25,"x",2,47,0,"x"
"169",23.8888888888889,"x",426.76522425435,1013.25,"x",2,48,0,"x"
"170",23.8888888888889,"x",426.89467229739,1013.25,"x",2,49,0,"x"
"171",23.8888888888889,"x",427.02360830463,1013.25,"x",2,50,0,"x"
"172",23.8888888888889,"x",427.15202982132,1013.25,"x",2,51,0,"x"
"173",23.8888888888889,"x",427.2799344025,1013.25,"x",2,52,0,"x"
"174",23.8888888888889,"x",427.40731961305,1013.25,"x",2,53,0,"x"
"175",23.8888888888889,"x",427.53418302775,1013.25,"x",2,54,0,"x"
"176",23.8888888888889,"x",427.66052223129,1013.25,"x",2,55,0,"x"
"177",23.8888888888889,"x",427.78633481836,1013.25,"x",2,56,0,"x"
"178",23.8888888888889,"x",427.91161839367,1013.25,"x",2,57,0,"x"
"179",23.8888888888889,"x",428.03637057199,1013.25,"x",2,58,0,"x"
"180",23.8888888888889,"x",428.16058897824,1013.25,"x",2,59,0,"x"
"181",23.8888888888889,"x",428.28427124746,1013.25,"x",3,0,0,"x"
"182",23.8888888888889,"x",428.40741502493,1013.25,"x",3,1,0,"x"
"183",23.8888888888889,"x",428.53001796617,1013.25,"x",3,2,0,"x"
"184",23.8888888888889,"x",428.65207773699,1013.25,"x",3,3,0,"x"
"185",23.8888888888889,"x",428.77359201355,1013.25,"x",3,4,0,"x"
"186",23.8888888888889,"x",428.89455848239,1013.25,"x",3,5,0,"x"
"187",23.8888888888889,"x",429.01497484049,1013.25,"x",3,6,0,"x"
"188",23.8888888888889,"x",429.1348387953,1013.25,"x",3,7,0,"x"
"189",23.8888888888889,"x",429.25414806477,1013.25,"x",3,8,0,"x"
"190",23.8888888888889,"x",429.37290037743,1013.25,"x",3,9,0,"x"
"191",23.8888888888889,"x",429.4910934724,1013.25,"x",3,10,0,"x"
"192",23.8888888888889,"x",429.60872509947,1013.25,"x",3,11,0,"x"
"193",23.8888888888889,"x",429.7257930191,1013.25,"x",3,12,0,"x"
"194",23.8888888888889,"x",429.84229500247,1013.25,"x",3,13,0,"x"
"195",23.8888888888889,"x",429.95822883156,1013.25,"x",3,14,0,"x"
"196",23.8888888888889,"x",430.07359229916,1013.25,"x",3,15,0,"x"
"197",23.8888888888889,"x",430.18838320891,1013.25,"x",3,16,0,"x"
"198",23.8888888888889,"x",430.30259937536,1013.25,"x",3,17,0,"x"
"199",23.8888888888889,"x",430.416238624,1013.25,"x",3,18,0,"x"
"200",23.8888888888889,"x",430.5292987913,1013.25,"x",3,19,0,"x"
"201",23.8888888888889,"x",430.64177772476,1013.25,"x",3,20,0,"x"
"202",23.8888888888889,"x",430.75367328294,1013.25,"x",3,21,0,"x"
"203",23.8888888888889,"x",430.86498333551,1013.25,"x",3,22,0,"x"
"204",23.8888888888889,"x",430.97570576329,1013.25,"x",3,23,0,"x"
"205",23.8888888888889,"x",431.08583845828,1013.25,"x",3,24,0,"x"
"206",23.8888888888889,"x",431.19537932372,1013.25,"x",3,25,0,"x"
"207",23.8888888888889,"x",431.3043262741,1013.25,"x",3,26,0,"x"
"208",23.8888888888889,"x",431.41267723523,1013.25,"x",3,27,0,"x"
"209",23.8888888888889,"x",431.52043014427,1013.25,"x",3,28,0,"x"
"210",23.8888888888889,"x",431.62758294975,1013.25,"x",3,29,0,"x"
"211",23.8888888888889,"x",431.73413361165,1013.25,"x",3,30,0,"x"
"212",23.8888888888889,"x",431.84008010138,1013.25,"x",3,31,0,"x"
"213",23.8888888888889,"x",431.94542040189,1013.25,"x",3,32,0,"x"
